,Run 0,Run 1,Run 2
1992-12-31,1.0,1.0,1.0
1993-01-31,1.020384775377894,1.040417260940589,1.0129562804992946
1993-02-28,1.0027819560589557,1.0567320959519544,1.0176840359627217
1993-03-31,1.0301883837764596,1.0684960120452853,1.0350949917092136
1993-04-30,1.0059544391841597,1.0353208638340032,0.9902510040400174
1993-05-31,1.0426435634210798,1.06488874853262,1.0171040681603511
1993-06-30,1.025439831486056,1.065893390042204,0.9983437624624713
1993-07-31,1.0233304998644963,1.0544218874193438,0.9971444508300884
1993-08-31,1.0519134004627422,1.0914321314240079,1.031925313308146
1993-09-30,1.0444580943633017,1.0792903236218854,1.0274781713059757
1993-10-31,1.0637300767927973,1.1004421802978208,1.0414256506916062
1993-11-30,1.0505781346312226,1.088152606569932,1.0423059810974045
1993-12-31,1.076979046968713,1.117436656247696,1.061045705479561
1994-01-31,1.108003952325127,1.1479728443821555,1.1052486526278469
1994-02-28,1.0816058944965972,1.1212321932822942,1.0852506213589317
1994-03-31,1.0232761450600791,1.094714084223241,1.0416088127521212
1994-04-30,1.0371202722241384,1.0851888396911349,1.0452372931320066
1994-05-31,1.0435957814547678,1.082459504816801,1.0532944553221995
1994-06-30,1.0216233652878681,1.0586129948124225,1.026552743291216
1994-07-31,1.053726300205542,1.107129889164792,1.0553783040965175
1994-08-31,1.104429361563777,1.148004428878889,1.0963246052368147
1994-09-30,1.06062402682855,1.1187008557371199,1.0527078191852155
1994-10-31,1.066572575104682,1.1384226883441095,1.045112123496433
1994-11-30,1.0069216368360356,1.0756809550160524,0.9870517688563564
1994-12-31,1.036216593142353,1.093949641980765,0.9947406682165622
1995-01-31,1.0452240855809372,1.1158829449239347,1.0248646402495192
1995-02-28,1.086594893641364,1.154434172240339,1.0705853103340963
1995-03-31,1.106657082301256,1.1928453537418975,1.102826093690983
1995-04-30,1.1344752041740458,1.213543131506927,1.1406819913942468
1995-05-31,1.179226693553201,1.2484745562826327,1.1740239128648131
1995-06-30,1.2119576384776487,1.2940076116422827,1.2067378977681575
1995-07-31,1.2582624058616756,1.3269840966909794,1.249650181166411
1995-08-31,1.2568249727407514,1.3204466367908096,1.264161471236657
1995-09-30,1.2664038202294952,1.3637774095356738,1.273377086071757
1995-10-31,1.2299357197714345,1.3386947744884727,1.2321238082423778
1995-11-30,1.299510741848045,1.4102428164265888,1.2758515356114666
1995-12-31,1.3167245559481178,1.40209650014697,1.2838536495365438
1996-01-31,1.3748835768210892,1.427541516955455,1.3236901643280579
1996-02-29,1.3851905703567517,1.4244679363341297,1.3362922404766688
1996-03-31,1.410856363972199,1.4617211408478634,1.386951979419583
1996-04-30,1.4432567857947831,1.5040278166752656,1.4163968178491322
1996-05-31,1.4396181928882106,1.5050859646181836,1.4202008822397119
1996-06-30,1.4371844694806648,1.5072356876926516,1.4114206706498271
1996-07-31,1.3575199043431807,1.4134905078081421,1.3242378316525147
1996-08-31,1.394524637836066,1.4488801370818347,1.3585977367978677
1996-09-30,1.4394283294706418,1.5200183387963313,1.4268960709668579
1996-10-31,1.4098251785377853,1.5804952567889932,1.442554276793139
1996-11-30,1.5235346780181223,1.7007691214231335,1.532341029312527
1996-12-31,1.5255146297015845,1.667976917989937,1.5128486417417604
1997-01-31,1.607953796553997,1.7095425011323084,1.5498270622446533
1997-02-28,1.6236621115130792,1.7367138478348185,1.5735511987197626
1997-03-31,1.527090936614806,1.646247353550779,1.509709887798055
1997-04-30,1.5906805180980372,1.6604831932319462,1.5655599836023502
1997-05-31,1.7230308185650267,1.7794809269125968,1.672821240114192
1997-06-30,1.768085760545468,1.8541045552937871,1.7730579196247604
1997-07-31,1.9074044013937534,2.002830302980302,1.892661176384714
1997-08-31,1.838000423037244,1.933102147179459,1.855731452858865
1997-09-30,1.947935320710448,2.020576780563353,1.9413537430605399
1997-10-31,1.874222597488676,1.9455534946006434,1.8604408158860624
1997-11-30,1.9100774151050786,1.9893404094757217,1.8967100930736893
1997-12-31,1.9317883608020883,2.0265596192074598,1.957837231644662
